C:\Users\HP\Desktop\simlation data\IMG\center_2025_03_07_17_53_00_890.jpg,C:\Users\HP\Desktop\simlation data\IMG\left_2025_03_07_17_53_00_890.jpg,C:\Users\HP\Desktop\simlation data\IMG\right_2025_03_07_17_53_00_890.jpg,0,0,0,1.436903E-05
C:\Users\HP\Desktop\simlation data\IMG\center_2025_03_07_17_53_00_970.jpg,C:\Users\HP\Desktop\simlation data\IMG\left_2025_03_07_17_53_00_970.jpg,C:\Users\HP\Desktop\simlation data\IMG\right_2025_03_07_17_53_00_970.jpg,0,0,0,6.46864E-06
C:\Users\HP\Desktop\simlation data\IMG\center_2025_03_07_17_53_01_051.jpg,C:\Users\HP\Desktop\simlation data\IMG\left_2025_03_07_17_53_01_051.jpg,C:\Users\HP\Desktop\simlation data\IMG\right_2025_03_07_17_53_01_051.jpg,0,0,0,5.594049E-06
C:\Users\HP\Desktop\simlation data\IMG\center_2025_03_07_17_53_01_131.jpg,C:\Users\HP\Desktop\simlation data\IMG\left_2025_03_07_17_53_01_131.jpg,C:\Users\HP\Desktop\simlation data\IMG\right_2025_03_07_17_53_01_131.jpg,0,0,0,7.854249E-06
C:\Users\HP\Desktop\simlation data\IMG\center_2025_03_07_17_53_01_210.jpg,C:\Users\HP\Desktop\simlation data\IMG\left_2025_03_07_17_53_01_210.jpg,C:\Users\HP\Desktop\simlation data\IMG\right_2025_03_07_17_53_01_210.jpg,0,0,0,4.462403E-06
C:\Users\HP\Desktop\simlation data\IMG\center_2025_03_07_17_53_01_290.jpg,C:\Users\HP\Desktop\simlation data\IMG\left_2025_03_07_17_53_01_290.jpg,C:\Users\HP\Desktop\simlation data\IMG\right_2025_03_07_17_53_01_290.jpg,0,0,0,1.094397E-05
C:\Users\HP\Desktop\simlation data\IMG\center_2025_03_07_17_53_01_367.jpg,C:\Users\HP\Desktop\simlation data\IMG\left_2025_03_07_17_53_01_367.jpg,C:\Users\HP\Desktop\simlation data\IMG\right_2025_03_07_17_53_01_367.jpg,0,0,0,1.201031E-06
C:\Users\HP\Desktop\simlation data\IMG\center_2025_03_07_17_53_01_446.jpg,C:\Users\HP\Desktop\simlation data\IMG\left_2025_03_07_17_53_01_446.jpg,C:\Users\HP\Desktop\simlation data\IMG\right_2025_03_07_17_53_01_446.jpg,0,0,0,2.414883E-06
C:\Users\HP\Desktop\simlation data\IMG\center_2025_03_07_17_53_01_524.jpg,C:\Users\HP\Desktop\simlation data\IMG\left_2025_03_07_17_53_01_524.jpg,C:\Users\HP\Desktop\simlation data\IMG\right_2025_03_07_17_53_01_524.jpg,0,0,0,2.237669E-06
C:\Users\HP\Desktop\simlation data\IMG\center_2025_03_07_17_53_01_603.jpg,C:\Users\HP\Desktop\simlation data\IMG\left_2025_03_07_17_53_01_603.jpg,C:\Users\HP\Desktop\simlation data\IMG\right_2025_03_07_17_53_01_603.jpg,0,0,0,2.645647E-06
C:\Users\HP\Desktop\simlation data\IMG\center_2025_03_07_17_53_01_681.jpg,C:\Users\HP\Desktop\simlation data\IMG\left_2025_03_07_17_53_01_681.jpg,C:\Users\HP\Desktop\simlation data\IMG\right_2025_03_07_17_53_01_681.jpg,0,0,0,8.820246E-06
